title,hID
Lauryn Is Lost: A Disappeared Special,676
Flea Market Flip,350
Child Genius,694
Late Night With Seth Meyers,228
Kitchen Nightmares,663
Motives & Murders: Cracking the Case,122
Up to the Minute,895
Cheyenne,688
Free NutriBullet offer!,480
Last Holiday,539
Father Brown,539
The Cleveland Show,722
Lalaloopsy,502
PSEs Wild Outdoors,1688
Dora and Friends: Into the City!,1452
Every Witch Way,608
Community,681
Kitchen Nightmares,567
Heads of State,627
Beautiful Creatures,567
MC Easy Listening,786
Morning Express With Robin Meade,417
He Said She Said,786
Dora and Friends: Into the City!,539
CHiPs,547
Newswatch 16 This Morning,676
Free NutriBullet offer!,587
WHP CBS 21 News at 5,633
Daytime Jeopardy,238
Beautiful Creatures,363
Moneyball,301
Team Umizoomi,739
Secrets of the Arsenal,715
Step Brothers,286
Son-in-Law,736
Animal Atlas,328
All Hands on Deck,440
Utah Blaine,694
The Andy Griffith Show,712
Future Cat,587
MonsterQuest,1688
Guys Grocery Games,457
iCarly,592
Around the NFL,440
Worst Cooks in America,537
Newswatch 16 at 10pm,210
Transform your home today fast & easy!,388
Shepard Smith Reporting,295
Grimm,694
State Department Briefing,537
Fairy Tale: A True Story,537
MC Rock Hits,592
Portofino Italian Jewelry,122
The Universe: Ancient Mysteries Solved,715
How Do They Do It?,285
Life After Lockup,363
Supernatural,767
Moneyball,771
Natural World,160
The Family Stone,576
Boy Meets World,480
The Palomino,577
The Walking Dead,350
Shark Powered Lift Away for the Holiday!,286
AntiAging Fountain of Youth,160
Impractical Jokers,461
Kids Club,111
Unusual Suspects,299
Daytime Jeopardy,736
The Island of Dr. Moreau,299
Pro Football Talk,772
Shock Treatment,241
Watch What Happens: Live,1452
Barefoot Contessa,1767
Cajun Justice,576
Devils Due,470
Bridezillas,739
MC 90s,301
Team Umizoomi,771
Body Beast,237
Flea Market Flip,537
Teeth,28
The Worlds End,794
The Situation Room,665
Driving Miss Daisy,737
69 News Weekend Edition,539
Daytime Jeopardy,122
NFL RUSH,1474
George Hirsch Lifestyle,286
NFL RUSH,299
New Scandinavian Cooking,285
Extra,772
College Basketball,794
Peg Plus Cat,635
CHiPs,763
The Jewish Jesus,440
Further Adventures-Wilderness,228
News 8 at 11:00,238
Inside West Coast Customs,350
Mad Money,681
More Than Money,592
House,310
Eyewitness News First at 4,603
69 News at Noon,1688
Ed Wood,1474
Sweetwater,694
Worst Cooks in America,296
The Librarians,286
Grimm,633
News 8 at 11:00,363
Dr. Drew on Call,722
Breaking Bald,210
Judge Hatchett,310
Watch What Happens: Live,681
The Pioneer Woman,470
I Didnt Do It,534
Escape Plan,241
The Andy Griffith Show,665
King Kong,469
MC R&B Classics,1218
Johnny Carson,417
Law & Order: Special Victims Unit,665
Air Force News,480
Flea Market Flip,674
Guys Grocery Games,363
Mantracker,592
Mad About You,739
Extra,296
Jungle Junction,800
A Different Loyalty,356
More Than Money,429
Monsters Inside Me,310
Gaithers Homecoming,691
Cafeina,290
Diagnosis Murder,676
Crossfire Hurricane,349
Escape Plan,736
Max & Shred,228
Hip Hop Hits,725
Battlefield Detectives,461
Impractical Jokers,603
Outnumbered,286
Boogie Nights,293
The OReilly Factor,210
Action News at 6:00 AM,627
The Real World: Skeletons,694
Journey to the Earths Core,316
Modern Family,547
The Punisher,281
Good Times,694
Sell This House: Extreme,712
Ghost Whisperer,334
The Punisher,691
Amazing Facts Presents,417
30-Minute Meals,111
Peg Plus Cat,98
NFL RUSH,688
Arrow,502
UFC Fighters Cut,328
Inside the Trinity Family of Networks,61
Friday Night Lights,691
NCIS,281
The Insider,281
Utah Blaine,122
Forty Guns,293
Heartland Bowhunter,691
Rival Sons: Live From Gothenburg Sweden,683
CBS 2 News at 6PM,122
WHP CBS 21 News at 5,715
Moneyball,350
World War II in Color,479
Blades Gone Wild $198.00 ``$9.95 S&H,363
Outnumbered,1767
The Brothers Grimm,241
Sweetwater,725
Ninja Blender Duo for a Healthy Holiday!,681
Gator Boys,111
The Pioneer Woman,429
Fresh Faces,772
Heartland Bowhunter,316
WENY HD News,480
The Real Housewives of Atlanta,537
House Hunters International,502
The Unguarded Hour,237
South Park,355
Ghost Whisperer,722
Ladies of the House,461
The Killer Speaks,458
WHP CBS 21 News at 5,772
Bridezillas,417
Cold Justice,772
Heartland Bowhunter,237
Body Beast,736
Blades Gone Wild $198.00 ``$9.95 S&H,28
George Hirsch Lifestyle,608
The Family Stone,635
Barefoot Contessa,587
Monsters Inside Me,736
FOX and Friends,177
Lesson Tee Live,537
Nightline,382
Panic Room,676
Life After Lockup,296
Unforgiven,513
Gator Boys,577
21 Jump Street,587
CHiPs,429
Foreigner Peter Frampton Chicago,417
Triggers: Weapons That Changed the World,539
Made in Milwaukee,502
Mantracker,712
Supernatural,316
Monsters Inside Me,609
Ocean Mysteries With Jeff Corwin,210
Hart to Hart,122
The Punisher,241
More Than Money,633
The Life and Legend of Wyatt Earp,681
Rides,452
Rio 2,1474
A Mothers Revenge,663
21 DAY FIX,608
21 Jump Street,800
Dog With a Blog,665
Red Eye,683
Feast,715
Journey to the Earths Core,328
Picker Sisters,895
Fighting Cancer: Real Stories of Healing,355
Son-in-Law,694
Celebrity Name Game,285
Peter Rabbit,363
CBS News Sunday Morning,611
Flashpoint,61
The Andy Griffith Show,633
Wake Up With Al,417
Animal Atlas,469
North Woods Law,428
NASCAR America,737
MC 90s,388
Joseph Rosendos Travelscope,553
Pocono Landscape Challenge,238
My Life Without Me,301
Shark Powered Lift Away for the Holiday!,637
Wag the Dog,485
Hockey,457
Mona Lisa Smile,356
Walker Texas Ranger,611
George Hirsch Lifestyle,290
Sofia the First,210
The Universe: Ancient Mysteries Solved,355
The Monday Night Show,1767
Bridezillas,1625
News 8 at 5:30pm,747
Scholastic Scrimmage,577
Hockey,98
FOX and Friends,736
PM Style,603
Jersey Shore,767
Curb Your Enthusiasm,85
Hoarding: Buried Alive,177
He Said She Said,480
My Sisters Keeper,210
Eyewitness News at 4:30am,895
Happening Now,299
The Pursuit of Happyness,688
Broadway Danny Rose,592
Peppa Pig,342
NFL RUSH,85
Guys Grocery Games,687
Beautiful Creatures,576
The Looney Tunes Show,281
The Challenge: Battle of the Exes II,238
I Didnt Do It,122
Ultimate Spider-Man: Web Warriors,609
Peg Plus Cat,293
The Pioneer Woman,663
Crossfire Hurricane,28
Vanderpump Rules,517
Pokémon 4Ever,328
The Challenge: Battle of the Exes II,388
The Closer,715
News 8 at 11:00,663
State House Perspectives,513
The OReilly Factor,228
Loud Mouths,177
Fairy Tale: A True Story,681
Supernatural,241
Action News at 6:00 AM,553
Future Cat,290
Gaithers Homecoming,608
Rival Sons: Live From Gothenburg Sweden,547
The Prime of Miss Jean Brodie,609
Pop Hits,1474
Hoarding: Buried Alive,691
Devils Due,241
The Curse of Oak Island,98
Gator Boys,417
Twin Tiers Morning Update,688
Gator Boys,581
Two for Tuesday,621
Inside City,428
Say Yes to the Dress,694
Modern Family,663
Breaking Bald,611
Watch What Happens: Live,715
Dora and Friends: Into the City!,316
Step Brothers,763
Buckmasters Classics,895
Live! With Kelly and Michael,470
Max & Shred,296
Judy Moody and the NOT Bummer Summer,576
Johnny Carson,334
The Walking Dead,722
Step Brothers,457
Breakdown,111
NCIS: Los Angeles,429
45th Annual GMA Dove Awards,895
Tulip Curl from Instyler!,85
Worlds Wildest Police Videos,342
Survivorman,687
A Different Loyalty,316
A Different Loyalty,452
A River Runs Through It,382
Along Came Polly,537
Shrek 2,469
Love It or List It,592
UFC Main Event,581
Duck Dynasty,736
The Universe: Ancient Mysteries Solved,688
Bad Girls Club: Redemption,737
Nightline,592
The Insider,771
Susan Graver Style,479
The Monday Night Show,592
Sofia the First,363
News 8 at 11:00,665
Next Day Air,577
Law & Order: Special Victims Unit,683
Extreme Births,228
Team Umizoomi,517
Cabinet of Caligari,676
The Punisher,480
Breakdown,480
Peppa Pig,674
Mad Money,1767
Loud Mouths,452
Son-in-Law,330
CHiPs,663
Escape Plan,691
The Family Stone,763
69 News Weekend Edition,349
The Interpreter,237
A River Runs Through It,404
Shrek 2,767
Intelligence for Your Life,747
Hot Shots!,567
Panic Room,794
North Woods Law,330
WENY HD News,587
Battlefield Detectives,747
Flea Market Flip,461
The Wayans Bros.,429
Gotham,576
Blades Gone Wild $198.00 ``$9.95 S&H,611
Cheyenne,517
Movie Loft,388
TVs Funniest Game Show Moments,290
The Real,237
Feast,771
Perry Mason,363
The Closer,310
Animal Atlas,470
General Hospital,576
Dish Nation,691
Battlefield Detectives,349
Atomic Hotel Erotica,688
American Pickers,404
Late Night With Seth Meyers,457
NBA League Pass,428
Wahlburgers,342
Syriana,301
Taking the Initiative,633
Next Day Air,502
Barefoot Contessa,800
Marvel Super Heroes: Maximum Overload,688
The Nile,316
Peg Plus Cat,577
Heartland Bowhunter,318
Rio 2,228
A Different Loyalty,1452
Fast Joint Relief,592
Rides,771
The Painted Veil,485
Two and a Half Men,177
Hip Hop Hits,637
Around the NFL,61
The Patty Duke Show,722
I Didnt Do It,736
Gator Boys,627
Border Feud,290
WHP CBS 21 News at 5,1474
The Island of Dr. Moreau,350
Suzanne Somers Beauty Health & Fitness,1474
Skin to the Max,457
Cabinet of Caligari,330
Mad Money,281
Guys Grocery Games,480
The Ellen DeGeneres Show,674
Killer Kids,609
The Insider,228
Cheers,363
Intervention,237
BBC World News,330
Ice Cold Killers,665
Johnny Carson,61
Rural Evening News,637
Sleepy Hollow,160
Triggers: Weapons That Changed the World,429
Inside City,687
Hot in Cleveland,663
Holmes Makes It Right,694
Breaking Bald,794
Escape Plan,725
Unusual Suspects,676
The Closer,681
Africas Thunder River,603
Wheel of Fortune,800
Mona Lisa Smile,85
Trauma: Life in the ER,676
Daytime Jeopardy,609
Swamp Thing,330
Around the NFL,122
Declassified,763
Joseph Rosendos Travelscope,676
The Challenge: Battle of the Exes II,286
Inside City,592
Matlock,301
The Punisher,237
Gunsmoke,111
Life After Lockup,665
The Pioneer Woman,334
Journey to the Earths Core,457
Next Stop Wonderland,676
High Heat,1452
The Shining,608
Zoey 101,736
News 8 at 5:30pm,177
NBA League Pass,286
TV13 Sports Extra,688
The Palomino,800
Chris Cox Horsemanship,739
Trauma: Life in the ER,238
Foreigner Peter Frampton Chicago,611
Newswatch 16 at 10pm,295
Squawk Alley,772
Hot Shots!,350
PM Style,627
Giada at Home,349
Moneyball,417
Mad About You,210
Weather Center Live,469
Dirty Dancing,537
House Hunters International,85
Don Asletts Cleaning Secrets,611
Skin to the Max,286
Keeping Up With the Kardashians,417
Legislative Report With Mario Scavello,534
Cabinet of Caligari,1474
Say Yes to the Dress,210
The Closer,1452
Giada at Home,28
Friday Night Lights,736
Fairy Tale: A True Story,517
Say Yes to the Dress,581
Lauryn Is Lost: A Disappeared Special,632
Mad About You,632
Border Feud,122
Dog With a Blog,363
Nightline,567
MC Easy Listening,318
Justice With Judge Mablean,737
Lone Star Mystery: A Disappeared Special,609
A River Runs Through It,237
Think Like a Man,895
In Living Color,665
North Woods Law,581
The Amazing World of Gumball,61
Fox 43 Morning News at 6:00am,534
Dog With a Blog,296
Judy Moody and the NOT Bummer Summer,1218
Erin Burnett OutFront,316
Wag the Dog,747
Six Star Knife Set,553
The Palomino,349
Blades Gone Wild $198.00 ``$9.95 S&H,98
MC Rock Hits,633
Sweetwater,429
Killer Kids,290
Foreigner Peter Frampton Chicago,85
Crossfire Hurricane,440
Frontline,1688
Bob the Builder,342
Crossfire Hurricane,517
News 8 at 11:00,691
Little House on the Prairie,587
Kids Club,683
The Monday Night Show,122
Live! With Kelly and Michael,691
Wake Up With Al,350
Hulk,299
The Interpreter,722
Janes Journey,457
69 News Weekend Edition,772
Eyewitness News at 4:30am,663
Mona Lisa Smile,691
The Insider,479
Globe Trekker,355
Son-in-Law,310
The Island of Dr. Moreau,334
Wheel of Fortune,577
MC Easy Listening,665
Motives & Murders: Cracking the Case,238
Intervention,771
Holmes Makes It Right,539
The Island of Dr. Moreau,1767
Guys Grocery Games,772
Shake It Up!,330
Boy Meets World,177
WHP CBS 21 News at 5,722
69 News Weekend Edition,688
Comedy Central Presents,715
Wake Up With Al,1688
21 DAY FIX,609
Panic Room,688
Kick-Ass 2,576
Loud Mouths,712
The Challenge: Battle of the Exes II,281
The Island of Dr. Moreau,479
CHiPs,382
The Wayans Bros.,676
Panic Room,674
Rides,587
Battlefield Detectives,772
Walker Texas Ranger,428
Rival Sons: Live From Gothenburg Sweden,429
Impractical Jokers,772
Newswatch 16 at 5:30pm,61
Keeping Up With the Kardashians,621
Gaithers Homecoming,676
Jersey Shore,285
Bonanza,663
Modern Family,539
30-Minute Meals,794
Jersey Shore,567
truTV Top Funniest,577
Think Like a Man,794
Father Brown,712
SportsNet Central,715
Shock Treatment,725
Fighting Cancer: Real Stories of Healing,310
Bad Girls Club: Redemption,635
Sixers Pregame,786
SportsNet Central,440
The Ruling Voice,210
NFL RUSH,587
More Than Money,458
Loud Mouths,553
Building Alaska,1452
Cheers,722
FOX 29 News at Five,318
Local Weather,539
Battlefield Detectives,637
Keeping Up With the Kardashians,485
Sixers Pregame,458
Journey to the Earths Core,318
Sleep Sex,739
Wahlburgers,349
Made in Milwaukee,676
Portable cooktop,633
Hot Shots!,111
The Punisher,547
Smokey and the Bandit II,694
George Hirsch Lifestyle,480
Justice With Judge Mablean,440
Jimmy Kimmel Live,350
Factory Made,691
My Wife and Kids,485
Pawnography,316
MC Adult Alternative,800
World War II in Color,767
Syriana,350
MC Rock Hits,553
Team Umizoomi,61
The Pioneer Woman,547
Jungle Junction,633
The Challenge: Battle of the Exes II,469
The Closer,587
NBC 10 News Today at 4:30a,621
Movie,632
The Prime of Miss Jean Brodie,349
MC Love Songs,712
45th Annual GMA Dove Awards,608
Frontline,665
MC Rock Hits,767
Fairy Tale: A True Story,683
Dr. Drew on Call,592
Gator Boys,637
Zanes Sex Chronicles,609
Little Women: LA,440
iCarly,800
Picker Sisters,237
The Sting,587
How I Met Your Mother,739
Say Yes to the Dress,621
The Shining,674
Wahlburgers,676
The Pursuit of Happyness,479
More Than Money,479
The Little Couple,800
Intervention,609
Grimm,603
At Home with Dan,461
Key Capitol Hill Hearings,794
Gotham,691
Battlefield Detectives,469
Rural Evening News,355
Restaurant: Impossible,895
In Living Color,228
He Said She Said,681
Sofia the First,767
Diagnosis Murder,576
Ed Wood,611
Buckmasters Classics,687
Building Alaska,637
Digimon Fusion,479
The Unguarded Hour,725
Swamp Thing,712
Forty Guns,1767
Squawk Alley,228
CBS News Sunday Morning,299
Animal Atlas,356
The Gunfather,592
Forever,356
Curb Your Enthusiasm,461
Dora and Friends: Into the City!,534
30-Minute Meals,479
Daytime Jeopardy,722
Crash,479
Fire and Ice,295
FOX 29 News at Five,61
PM Style,480
Life After Lockup,286
The Punisher,111
Rio 2,318
The Pioneers,676
Hot in Cleveland,295
The Painted Veil,608
Paid Programming,722
The Ellen DeGeneres Show,895
In Living Color,581
Child Genius,461
The Nile,241
Live! With Kelly and Michael,479
Family Feud,800
Good Times,1625
Factory Made,763
Fighting Cancer: Real Stories of Healing,739
The Pioneer Woman,293
Friday Night Lights,608
Erin Burnett OutFront,241
Driving Miss Daisy,694
How I Met Your Mother,356
Property Brothers,457
The Punisher,534
Peg Plus Cat,286
Newswatch 16 This Morning,428
Center Court,633
Today in New York,404
Supernatural,895
Demolition Man,517
Forty Guns,547
Son-in-Law,61
Murder Book,737
Sexier Holiday Hair,687
Ladies of the House,382
Bonanza,417
The Librarians,177
Moneyball,111
Comedy Central Presents,452
House Hunters International,228
The Unguarded Hour,404
MC Reggae,681
Cheyenne,457
Kitchen Nightmares,293
Eyewitness News Daybreak at 5am,632
Unforgiven,771
Killer Kids,665
SportsNet Central,517
Janes Journey,98
Say Yes to the Dress,539
Sixers Pregame,567
The Ruling Voice,800
Digimon Fusion,747
Dish Nation,1767
Family Feud,633
Future Cat,632
Lauryn Is Lost: A Disappeared Special,688
Son-in-Law,318
The Lead With Jake Tapper,603
Tulip Curl from Instyler!,637
Hot Shots!,461
Dora and Friends: Into the City!,715
I Am Angus,609
Flea Market Flip,458
World War II in Color,621
Blades Gone Wild $198.00 ``$9.95 S&H,457
FOX and Friends,632
AntiAging Fountain of Youth,388
The Devil You Know,404
Son-in-Law,577
The Worlds End,349
Hip Hop Hits,736
Grimm,296
The Life and Legend of Wyatt Earp,111
Wag the Dog,330
The Little Couple,674
World War II in Color,85
Ninja Blender Duo for a Healthy Holiday!,241
Eyewitness News,502
Trauma: Life in the ER,428
The Nile,611
Marry Me,895
Inside West Coast Customs,547
The Devil You Know,609
The Little Couple,772
Peppa Pig,160
Late Night With Seth Meyers,299
Lalaloopsy,665
69 News Sunrise - 6:00am,299
Every Witch Way,632
Factory Made,537
Tignanello Handbags,210
Parks and Recreation,609
Obsession: Dark Desires,737
Team Umizoomi,111
Mission to Mars,429
Demolition Man,388
Cocaine Cowboys,458
At Home with Dan,295
The Ruling Voice,683
Movie Loft,382
The Situation Room,895
Commando,458
Susan Graver Style,592
Cafeina,461
Shock Treatment,330
Hockey,122
Shepard Smith Reporting,665
Restaurant: Impossible,328
My Wife and Kids,342
Johnny Carson,480
Judge Hatchett,637
The Bible,688
Parks and Recreation,480
Janes Journey,85
My Skin Is Killing Me,771
Perry Mason,85
Daytime Jeopardy,458
The Ruling Voice,895
State Department Briefing,330
Unforgiven,663
The Nile,296
Diagnosis Murder,567
Match Game,241
Perry Mason,61
American Pickers,534
Little Man Tate,681
Demolition Man,334
Fright Night,295
Beautiful Creatures,513
Shepard Smith Reporting,687
Inside West Coast Customs,632
Digimon Fusion,577
Cafeina,470
UFC Main Event,485
69 News Sunrise - 6:00am,687
Last Holiday,356
The Pioneers,111
MC R&B Classics,627
Little Man Tate,553
Buckmasters Classics,767
Pawn Stars,694
Philosophy: Beauty,316
Motives & Murders: Cracking the Case,577
21 DAY FIX,687
Dual Survival,160
Bonanza,771
High Heat,1767
Inside City,281
Sell This House: Extreme,330
NFL Monday QB,665
The Goldbergs,767
Crash,772
The Bible,637
All Hands on Deck,295
Declassified,736
American Restoration,61
100 Orgasms a Day,98
Ice Cold Killers,576
Cook Like a Pro,318
Secretary,576
Texas Justice,663
On the Road,1452
Marvel Super Heroes: Maximum Overload,715
WHP CBS 21 News at 5,603
The Million Dollar Hotel,61
MC Easy Listening,737
Sofia the First,567
Vanderpump Rules,160
The Prime of Miss Jean Brodie,534
State of Affairs,318
Restaurant: Impossible,627
Six Star Knife Set,567
Ultimate Spider-Man: Web Warriors,736
Amazing Facts Presents,1767
The Bill Cunningham Show,355
The OReilly Factor,763
In Living Color,772
Along Came Polly,681
Boogie Nights,316
Movie Loft,722
Whats New Scooby-Doo?,800
The Andy Griffith Show,480
Fox 43 Morning News at 6:00am,712
Tulip Curl from Instyler!,452
Hot in Cleveland,458
Factory Made,621
Dennis the Menace,608
Eyewitness News Daybreak at 5am,772
Parks and Recreation,299
Walker Texas Ranger,458
Sleep Sex,290
Africas Thunder River,786
Around the NFL,772
Future Cat,627
Poltergeist III,715
Countdown to the Closing Bell-Liz Claman,237
PM Style,581
State of Affairs,160
Shepard Smith Reporting,715
Mona Lisa Smile,715
Don Asletts Cleaning Secrets,286
Hoarding: Buried Alive,461
Digimon Fusion,469
Family Feud,687
Hot in Cleveland,428
Storm Stories,663
Cold Justice,747
NBA League Pass,417
The Closer,334
The Ruling Voice,603
Duck Dynasty,160
The Gunfather,688
Bonanza,517
The Island of Dr. Moreau,417
Kick-Ass 2,736
The Mindy Project,534
MC Reggae,767
Live! With Kelly and Michael,739
Globe Trekker,633
100 Orgasms a Day,363
Unforgiven,296
Gaithers Homecoming,722
WWE Slam City,479
The Unguarded Hour,428
NBC 10 News at 11p,611
Local Weather,747
NBC 10 News at 11p,98
Air Force News,1767
All Hands on Deck,547
The Goldbergs,794
Sell This House: Extreme,725
Rides,635
Holmes Makes It Right,470
The Real World: Skeletons,310
The Little Couple,681
Beauty of Oil Painting With Gary,725
Eyewitness News Daybreak at 6am,772
Law & Order: Special Victims Unit,577
SportsNet Central,688
Baggage Claim,295
Cabinet of Caligari,674
Last Holiday,469
MC Rock Hits,355
Cheers,293
Ninja Blender Duo for a Healthy Holiday!,539
Gotham,581
Action News at 6:00 AM,663
Kids Club,363
American Beaver,800
Flashpoint,1452
I Didnt Do It,895
Eyewitness News Daybreak at 5am,177
Syriana,737
Cabinet of Caligari,534
NCIS: Los Angeles,621
The Insider,674
The New Adventures of Old Christine,674
Movie,1218
Journey to the Earths Core,1688
Dan Rather Presents,1474
Made in Milwaukee,1218
The Life and Legend of Wyatt Earp,772
Wheel of Fortune,457
Barefoot Contessa,334
Crash,611
Further Adventures-Wilderness,665
Grimm,355
Hip Hop Hits,767
Storm Stories,1767
Chowder,539
The Gunfather,237
Lone Star Mystery: A Disappeared Special,241
Cabinet of Caligari,122
The Million Dollar Hotel,177
New Scandinavian Cooking,1218
Boy Meets World,428
Curb Your Enthusiasm,356
Up to the Minute,404
Journey to the Earths Core,388
Six Star Knife Set,537
45th Annual GMA Dove Awards,286
NASCAR America,429
Say Yes to the Dress,1767
69 News Weekend Edition,603
The Palomino,712
Broadway Danny Rose,299
Fighting Cancer: Real Stories of Healing,122
Gator Boys,539
Fast Joint Relief,694
FOX and Friends,452
Extreme Births,577
UFC Fighters Cut,417
Syriana,608
Twin Tiers Morning Update,676
iCarly,1767
Teeth,547
Sofia the First,61
Skin to the Max,694
Lalaloopsy,771
Keeping Up With the Kardashians,228
Declassified,1625
Dog With a Blog,683
truTV Top Funniest,299
Tulip Curl from Instyler!,111
Building Alaska,299
Inside City,725
Trauma: Life in the ER,771
Nightline,485
NFL RUSH,61
Monsters Inside Me,767
Shark Rocket Holiday Shine!,1688
Chowder,382
Unforgiven,800
Forever,388
Paid Programming,485
Key Capitol Hill Hearings,349
The Worlds End,502
Newswatch 16 at 5:30pm,238
Paid Programming,739
The Jewish Jesus,722
Little Man Tate,417
Unusual Suspects,627
Jams Live,576
Moneyball,330
Shrek 2,621
Around the NFL,1767
Smokey and the Bandit II,241
Shark Powered Lift Away for the Holiday!,210
The Curse of Oak Island,739
The Fast and the Furious: Tokyo Drift,794
Eyewitness News Daybreak at 5am,122
The Situation Room,428
CHiPs,715
College Basketball,85
The Ruling Voice,485
High Heat,458
News 8 at 11:00,356
Mona Lisa Smile,429
Intervention,676
Declassified,241
The Real World: Skeletons,681
Future Cat,355
30-Minute Meals,683
House Hunters International,621
Around the NFL,293
Feast,61
30 Rock,786
Duck Dynasty,428
Breakdown,210
Coming Home,210
Eyewitness News First at 4,553
Peg Plus Cat,470
The Andy Griffith Show,747
The View,479
Inside the Trinity Family of Networks,281
Shake It Up!,592
The Painted Veil,767
Commando,61
Special Agent Oso,334
Step Brothers,28
He Said She Said,1767
Ed Wood,458
Erin Burnett OutFront,767
Syriana,687
Shepard Smith Reporting,458
Family Feud,608
I (Almost) Got Away With It,737
Peppa Pig,440
American Wedding,587
On the Road,739
News Update North America,342
Action News at 6:00 AM,567
At Home with Dan,310
Around the NFL,694
Hot in Cleveland,469
Broadway Danny Rose,85
Mona Lisa Smile,608
The Real World: Skeletons,1767
Live Cameras and Forecast Maps,286
Worst Cooks in America,694
In Living Color,458
Paid Programming,237
Driving Miss Daisy,539
The Closer,691
Life After Lockup,688
AntiAging Fountain of Youth,470
MC Reggae,228
Dr. Drew on Call,61
Legislative Report With Mario Scavello,349
Inside the Trinity Family of Networks,111
NASCAR America,479
NBC 10 News at 11p,388
Sleepy Hollow,440
NFL Monday QB,1688
Say Yes to the Dress,111
Gunsmoke,539
Don Asletts Cleaning Secrets,517
Kids Club,334
PSEs Wild Outdoors,228
Action News at 6:00 AM,461
Think Like a Man,61
Your World With Neil Cavuto,429
CBS 2 News at 6PM,794
Intervention,228
Military News of the Day,452
The Goldbergs,299
Breaking Bald,177
FIFA Fútbol Mundial,296
FOX and Friends,281
George Hirsch Lifestyle,334
Susan Graver Style,517
Picker Sisters,241
Crossfire Hurricane,388
Gaithers Homecoming,794
WENY HD News,608
Ultimate Spider-Man: Web Warriors,688
Sell This House: Extreme,350
Boyster,296
The Fast and the Furious: Tokyo Drift,737
The Magdalene Sisters,356
International Fellowship,581
Declassified,429
Mad About You,28
Step Brothers,1625
TMZ,328
Breaking Bald,61
Shark Rocket Holiday Shine!,627
Whats New Scooby-Doo?,725
AntiAging Fountain of Youth,334
Think Like a Man,479
MC Adult Alternative,577
Mona Lisa Smile,635
Skin to the Max,480
Access Hollywood Live,534
Top 20 Most Shocking,286
Donna Decorates Dallas,665
At Home with Dan,772
iCarly,763
Crossfire Hurricane,737
Peppa Pig,318
Hart to Hart,592
Eyewitness News Daybreak at 6am,356
UFC Fighters Cut,28
Modern Family,665
Texas Justice,85
MC Reggae,388
Sixers Pregame,452
21 Jump Street,388
Boogie Nights,767
The Gunfather,547
Kitchen Nightmares,296
Child Genius,428
The Bill Cunningham Show,502
Atomic Hotel Erotica,739
Free NutriBullet offer!,469
The Life and Legend of Wyatt Earp,621
Hockey,633
Live Cameras and Forecast Maps,111
State of Affairs,539
At Home with Dan,611
Vanderpump Rules,342
Key Capitol Hill Hearings,715
Matlock,458
Peg Plus Cat,404
Tulip Curl from Instyler!,786
The Unguarded Hour,534
Curb Your Enthusiasm,771
The Jewish Jesus,470
The Lead With Jake Tapper,429
Pawnography,587
Special Report With Bret Baier,592
Health Images,485
American Wedding,747
Rides,316
Animal Atlas,534
Boy Meets World,534
Driving Miss Daisy,485
A River Runs Through It,388
Fast Joint Relief,299
AntiAging Fountain of Youth,502
Pocono Mountains Today,122
CBS Morning News,581
MC Rock Hits,567
NASCAR America,635
Sixers Pregame,609
Chris Cox Horsemanship,665
Rides,691
Gaithers Homecoming,637
Bridezillas,470
iCarly,547
Pawnography,1452
Good Times,299
Beauty of Oil Painting With Gary,1688
Wahlburgers,715
Judy Moody and the NOT Bummer Summer,534
Son-in-Law,517
Action News 6PM,122
Local Weather,479
News 8 at 11:00,281
Outnumbered,299
How I Met Your Mother,687
Morning Express With Robin Meade,61
NCIS: Los Angeles,537
Amazing Facts Presents,587
Ultimate Spider-Man: Web Warriors,603
The Girls Guide to Depravity,1688
Rival Sons: Live From Gothenburg Sweden,1767
Lalaloopsy,290
CBS News Sunday Morning,480
American Wedding,485
Walker Texas Ranger,663
Outnumbered,480
A River Runs Through It,632
Wheel of Fortune,355
WENY HD News,794
Perry Mason,715
Comedy Central Presents,382
The Magdalene Sisters,469
Monsters Inside Me,537
Chowder,452
Forever,633
Comedy Central Presents,85
Murder Book,637
Fighting Cancer: Real Stories of Healing,98
Antitrust,674
TMZ,349
Eyewitness News First at 4,61
The Interpreter,285
30-Minute Meals,363
Coming Home,537
45th Annual GMA Dove Awards,301
Peoples Choice Awards 2015,553
Step Brothers,318
Comedy Central Presents,537
Walker Texas Ranger,363
The Goldbergs,295
The Devil You Know,674
MC Y2K,290
Property Brothers,296
Eyewitness News at 4:30am,210
Inside the Trinity Family of Networks,290
Meet the Parents,293
Father Brown,537
Sexier Holiday Hair,457
Grimm,786
The Bill Cunningham Show,725
Peoples Choice Awards 2015,295
100 Orgasms a Day,28
MC R&B Classics,794
Beauty of Oil Painting With Gary,98
Dennis the Menace,715
Feast,576
Factory Made,513
Top 20 Most Shocking,316
Restaurant: Impossible,440
The Jewish Jesus,28
Syriana,633
Lone Star Mystery: A Disappeared Special,122
Fighting Cancer: Real Stories of Healing,440
30-Minute Meals,722
Storage Wars,469
Nature,98
FOX 29 News at Five,681
The Shining,534
Judy Moody and the NOT Bummer Summer,238
Next Stop Wonderland,293
Motives & Murders: Cracking the Case,895
WHP CBS 21 News at 5,61
Natural World,592
Demolition Man,228
Morning Express With Robin Meade,737
The Goldbergs,513
Eyewitness News Daybreak at 6am,160
